127.0.0.1, 2012-01-25 19:44:35, GET, /, HTTP/1.1, 303, 0.001000
137.112.117.19, 2012-01-25 20:12:10, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:12:10, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:12:10, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:12:10, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:12:11, GET, /welcome/default/index, HTTP/1.1, 200, 0.029000
137.112.117.19, 2012-01-25 20:12:11, GET, /welcome/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:12:11, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.002000
00
137.112.117.19, 2012-01-25 20:12:11, GET, /welcome/static/js/calendar.js, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:12:11, GET, /welcome/static/js/web2py.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:12:11, GET, /welcome/static/css/web2py.css, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:12:11, GET, /welcome/static/css/skeleton.css, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:12:11, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:12:11, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:12:12, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:12:12, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:12:12, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:12:14, GET, /admin/default/site, HTTP/1.1, 200, 0.066000
137.112.117.19, 2012-01-25 20:12:14, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:12:14, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:12:14, GET, /admin/static/images/folder.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:12:14, GET, /admin/default/twitter, HTTP/1.1, 200, 0.791000
137.112.117.19, 2012-01-25 20:12:17, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.103000
137.112.117.19, 2012-01-25 20:12:28, GET, /admin/default/site, HTTP/1.1, 200, 0.082000
137.112.117.19, 2012-01-25 20:12:28, GET, /admin/default/twitter, HTTP/1.1, 200, 0.792000
137.112.117.19, 2012-01-25 20:12:31, GET, /admin/default/about/welcome, HTTP/1.1, 200, 0.059000
137.112.117.19, 2012-01-25 20:12:31, GET, /admin/static/images/embossed.png, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:12:33, GET, /admin/default/site, HTTP/1.1, 200, 0.065000
137.112.117.19, 2012-01-25 20:12:34, GET, /admin/default/twitter, HTTP/1.1, 200, 0.849000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/default/index, HTTP/1.1, 200, 0.076000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/js/jquery.js, HTTP/1.1, 200, 0.002000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/js/web2py.js, HTTP/1.1, 200, 0.002000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/css/calendar.css, HTTP/1.1, 200, 0.002000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/js/calendar.js, HTTP/1.1, 200, 0.002000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/css/skeleton.css, HTTP/1.1, 200, 0.002000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/css/superfish.css, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/css/examples.css, HTTP/1.1, 200, 0.002000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/js/superfish.js, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/css/web2py.css, HTTP/1.1, 200, 0.000000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/images/web2py_logo.png, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/images/back-02.png, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/images/tag-cloud-color-small.png, HTTP/1.1, 200, 0.002000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/images/shadow-bottom.png, HTTP/1.1, 200, 0.002000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/images/tablet.png, HTTP/1.1, 200, 0.002000
137.112.117.19, 2012-01-25 20:12:43, GET, /examples/static/images/poweredby.png, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:12:44, GET, /examples/static/favicon.ico, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:12:47, GET, /welcome/default/index, HTTP/1.1, 200, 0.036000
137.112.117.19, 2012-01-25 20:12:47, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:12:47, GET, /welcome/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:12:47, GET, /welcome/static/css/skeleton.css, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:12:47, GET, /welcome/static/css/calendar.css, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:12:47, GET, /welcome/static/js/calendar.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:12:47, GET, /welcome/static/js/web2py.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:12:47, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:12:47, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:12:47, GET, /welcome/static/css/web2py.css, HTTP/1.1, 304, 0.003000
137.112.117.19, 2012-01-25 20:12:47, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:12:48, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:12:48, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:12:55, GET, /welcome/default/index, HTTP/1.1, 200, 0.028000
137.112.117.19, 2012-01-25 20:12:55, GET, /welcome/static/css/calendar.css, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:12:55, GET, /welcome/static/css/skeleton.css, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:12:55, GET, /welcome/static/js/web2py.js, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:12:55, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:12:55, GET, /welcome/static/js/calendar.js, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:12:55, GET, /welcome/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.003000
137.112.117.19, 2012-01-25 20:12:55, GET, /welcome/static/css/web2py.css, HTTP/1.1, 304, 0.003000
137.112.117.19, 2012-01-25 20:12:55, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:12:55, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:12:55, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:12:56, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:12:56, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/default/index, HTTP/1.1, 303, 0.020000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/default/site, HTTP/1.1, 200, 0.054000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/plugin_multiselect/jquery.multiselect.css, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/images/folder.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:04, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:05, GET, /admin/default/twitter, HTTP/1.1, 200, 0.996000
137.112.117.19, 2012-01-25 20:13:06, GET, /welcome/default/index, HTTP/1.1, 200, 0.068000
137.112.117.19, 2012-01-25 20:13:08, GET, /welcome/default/user/login, HTTP/1.1, 200, 0.061000
137.112.117.19, 2012-01-25 20:13:12, GET, /welcome/default/index, HTTP/1.1, 200, 0.066000
137.112.121.22, 2012-01-25 20:13:22, GET, /admin/default/index, HTTP/1.1, 200, 0.017000
137.112.121.22, 2012-01-25 20:13:22, GET, /favicon.ico, HTTP/1.1, 400, 0.001000
137.112.121.22, 2012-01-25 20:13:22, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
137.112.121.22, 2012-01-25 20:13:22, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
137.112.121.22, 2012-01-25 20:13:24, GET, /welcome/default/index, HTTP/1.1, 200, 0.063000
137.112.117.19, 2012-01-25 20:13:33, GET, /admin/default/edit/welcome/views/layout.html, HTTP/1.1, 200, 0.042000
137.112.117.19, 2012-01-25 20:13:33, GET, /admin/static/edit_area/edit_area_full.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:33, GET, /admin/static/js/ajax_editor.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:33, GET, /admin/static/edit_area/langs/en.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:33, GET, /admin/static/edit_area/reg_syntax/html.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:33, GET, /admin/static/images/save_icon.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/plugins/zencoding/zencoding.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/plugins/zencoding/langs/en.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/search.gif, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/go_to_line.gif, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/fullscreen.gif, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/spacer.gif, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/word_wrap.gif, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/help.gif, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/undo.gif, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/smooth_selection.gif, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/highlight.gif, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/reset_highlight.gif, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/move.gif, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/redo.gif, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/close.gif, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/plugins/zencoding/core.js, HTTP/1.1, 304, 0.003000
137.112.117.19, 2012-01-25 20:13:34, GET, /admin/static/edit_area/images/statusbar_resize.gif, HTTP/1.1, 304, 0.007000
137.112.117.19, 2012-01-25 20:13:44, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.042000
137.112.117.19, 2012-01-25 20:14:37, POST, /admin/default/edit/welcome/views/layout.html, HTTP/1.1, 200, 0.091000
137.112.117.19, 2012-01-25 20:14:40, GET, /welcome/default/index, HTTP/1.1, 200, 0.059000
137.112.117.19, 2012-01-25 20:14:40, GET, /welcome/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.003000
137.112.117.19, 2012-01-25 20:14:40, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:14:40, GET, /welcome/static/css/calendar.css, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:14:40, GET, /welcome/static/js/calendar.js, HTTP/1.1, 304, 0.003000
137.112.117.19, 2012-01-25 20:14:40, GET, /welcome/static/js/web2py.js, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:14:40, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:14:40, GET, /welcome/static/css/web2py.css, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:40, GET, /welcome/static/css/skeleton.css, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:40, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:40, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:40, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:40, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:48, POST, /admin/default/edit/welcome/views/layout.html, HTTP/1.1, 200, 0.054000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.092000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/plugin_multiselect/jquery.multiselect.css, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/images/test_icon.png, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/images/help.png, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/images/delete_icon.png, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/images/search.png, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/images/folder_sm.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:54, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/default/edit/welcome/controllers/default.py, HTTP/1.1, 200, 0.061000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/edit_area_full.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/js/ajax_editor.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/reg_syntax/python.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/langs/en.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/images/save_icon.png, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/images/fullscreen.gif, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/images/redo.gif, HTTP/1.1, 304, 0.002000

137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/images/go_to_line.gif, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/images/undo.gif, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/images/search.gif, HTTP/1.1, 304, 0.003000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/images/smooth_selection.gif, HTTP/1.1, 304, 0.003000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/images/highlight.gif, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/images/reset_highlight.gif, HTTP/1.1, 304, 0.003000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/images/word_wrap.gif, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/images/help.gif, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/images/statusbar_resize.gif, HTTP/1.1, 304, 0.004000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/images/move.gif, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:14:58, GET, /admin/static/edit_area/images/close.gif, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:15:08, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.036000
137.112.117.19, 2012-01-25 20:15:11, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.111000
137.112.117.19, 2012-01-25 20:15:28, GET, /admin/default/edit/welcome/controllers/default.py, HTTP/1.1, 200, 0.058000
137.112.117.19, 2012-01-25 20:15:39, GET, /admin/default/keepalive, HTTP/1.1, 200, 0.059000
137.112.117.19, 2012-01-25 20:15:43, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.099000
137.112.121.22, 2012-01-25 20:16:49, GET, /admin/default/edit/welcome/views/default/index.html, HTTP/1.1, 200, 0.027000
137.112.117.19, 2012-01-25 20:17:27, GET, /, HTTP/1.1, 303, 0.002000
137.112.117.19, 2012-01-25 20:17:27, GET, /welcome/default/index, HTTP/1.1, 404, 0.000000
137.112.121.22, 2012-01-25 20:17:27, GET, /welcome/default/index, HTTP/1.1, 404, 0.002000
137.112.121.22, 2012-01-25 20:17:34, GET, /welcome/default/index, HTTP/1.1, 404, 0.003000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/default/index, HTTP/1.1, 200, 0.067000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/static/js/jquery.js, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.000000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/static/js/calendar.js, HTTP/1.1, 200, 0.000000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/static/js/web2py.js, HTTP/1.1, 200, 0.000000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/static/css/web2py.css, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/static/css/skeleton.css, HTTP/1.1, 200, 0.000000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/static/js/superfish.js, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/static/css/calendar.css, HTTP/1.1, 200, 0.000000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/static/css/superfish.css, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/static/images/poweredby.png, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/static/favicon.ico, HTTP/1.1, 200, 0.000000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/static/images/arrows-ffffff.png, HTTP/1.1, 200, 0.000000
137.112.117.19, 2012-01-25 20:17:35, GET, /sc2tourneytracker/static/images/shadow.png, HTTP/1.1, 200, 0.000000
137.112.121.22, 2012-01-25 20:17:37, GET, /welcome/default/index, HTTP/1.1, 404, 0.002000
137.112.121.22, 2012-01-25 20:17:39, GET, /welcome/default/index, HTTP/1.1, 404, 0.003000
137.112.117.19, 2012-01-25 20:17:52, GET, /SC2TourneyTracker, HTTP/1.1, 200, 0.031000
137.112.117.19, 2012-01-25 20:17:52, GET, /SC2TourneyTracker/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:17:52, GET, /SC2TourneyTracker/static/js/jquery.js, HTTP/1.1, 200, 0.002000
137.112.117.19, 2012-01-25 20:17:52, GET, /SC2TourneyTracker/static/js/calendar.js, HTTP/1.1, 200, 0.003000
137.112.117.19, 2012-01-25 20:17:52, GET, /SC2TourneyTracker/static/css/skeleton.css, HTTP/1.1, 200, 0.002000
137.112.117.19, 2012-01-25 20:17:52, GET, /SC2TourneyTracker/static/css/superfish.css, HTTP/1.1, 200, 0.002000
137.112.117.19, 2012-01-25 20:17:52, GET, /SC2TourneyTracker/static/css/calendar.css, HTTP/1.1, 200, 0.003000
137.112.117.19, 2012-01-25 20:17:52, GET, /SC2TourneyTracker/static/js/web2py.js, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:17:52, GET, /SC2TourneyTracker/static/css/web2py.css, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:17:52, GET, /SC2TourneyTracker/static/js/superfish.js, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:17:52, GET, /SC2TourneyTracker/static/images/poweredby.png, HTTP/1.1, 200, 0.000000
137.112.117.19, 2012-01-25 20:17:53, GET, /SC2TourneyTracker/static/favicon.ico, HTTP/1.1, 200, 0.000000
137.112.117.19, 2012-01-25 20:17:53, GET, /SC2TourneyTracker/static/images/arrows-ffffff.png, HTTP/1.1, 200, 0.001000
137.112.117.19, 2012-01-25 20:17:53, GET, /SC2TourneyTracker/static/images/shadow.png, HTTP/1.1, 200, 0.001000
137.112.121.22, 2012-01-25 20:17:55, GET, /SC2tournamenttracker/default/index, HTTP/1.1, 404, 0.002000
137.112.117.19, 2012-01-25 20:17:58, GET, /sc2tourneytracker, HTTP/1.1, 200, 0.035000
137.112.117.19, 2012-01-25 20:17:58, GET, /sc2tourneytracker/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:17:58, GET, /sc2tourneytracker/static/js/jquery.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:17:58, GET, /sc2tourneytracker/static/css/calendar.css, HTTP/1.1, 304, 0.002000
137.112.117.19, 2012-01-25 20:17:58, GET, /sc2tourneytracker/static/js/web2py.js, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:17:58, GET, /sc2tourneytracker/static/css/skeleton.css, HTTP/1.1, 304, 0.000000
137.112.117.19, 2012-01-25 20:17:58, GET, /sc2tourneytracker/static/css/web2py.css, HTTP/1.1, 304, 0.001000
137.112.117.19, 2012-01-25 20:17:58, GET, /sc2tourneytracker/static/js/superfish.js, HTTP/1.1, 304, 0.001000
